,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
132,33,yes,travel_rarely,290.04,,1,4,other,1,133,4,male,,3,1,research scientist,4,single,2342.59,6090.75,1,y,,13,3,3,part time,0,10,2,2,10,,7,8,2342.59,1990,28111.13,,,no
133,33,no,,1032.49,research & development,7,3,medical,1,134,3,male,,3,3,research director,3,married,8339.32,21682.23,0,y,no,11,3,4,,0,,3,4,13,,3,7,8339.32,1990,,research director  -  research & development,,yes
134,53,no,travel_rarely,1582.77,,23,4,,1,135,4,female,,3,4,research director,4,,12783.92,33238.2,6,y,no,18,3,3,full time,0,33,0,3,12,,3,8,12783.92,1970,153407.07,,,yes
135,49,no,travel_rarely,763.8,,8,2,other,1,136,1,female,,3,3,laboratory technician,2,married,6169.17,16039.83,4,y,,11,3,3,part time,1,29,3,2,26,,1,7,6169.17,1974,74030.00,,,no
136,35,no,,1032.49,,21,4,,1,137,2,male,129.06091077207583,3,3,sales executive,4,,,21682.23,6,y,,13,3,2,part time,1,,2,3,10,,0,8,,1988,100071.84,,,no
137,38,no,travel_rarely,910.31,,17,1,life sciences,1,138,3,female,113.78869047619048,2,3,healthcare representative,3,married,7352.5,19116.5,0,y,,18,3,1,part time,1,20,4,2,19,,1,9,7352.50,1985,88230.00,,,no
138,46,no,,1582.77,sales,3,1,marketing,1,139,1,male,,3,4,manager,3,married,12783.92,33238.2,3,y,no,12,3,4,full time,1,,3,3,12,,4,9,12783.92,1977,153407.07,manager  -  sales,,no
139,36,no,non-travel,556.26,,18,4,,1,140,1,male,69.53208262471655,3,2,manufacturing director,4,single,4492.84,11681.39,2,y,,20,4,1,part time,0,18,0,3,11,,0,9,4492.84,1987,53914.11,,,no
140,42,yes,travel_frequently,1582.77,,15,3,life sciences,1,141,1,male,,3,4,sales executive,1,single,,33238.2,0,y,,12,,2,full time,0,,2,2,21,,13,14,,1981,153407.07,,,yes
141,34,no,travel_frequently,556.26,,1,3,,1,142,4,male,,2,2,healthcare representative,1,single,4492.84,11681.39,0,y,no,20,4,3,,0,14,3,3,13,,4,9,4492.84,1989,,,,yes
142,30,no,travel_rarely,369.26,research & development,1,3,medical,1,143,4,male,,3,1,research scientist,2,,2982.5,7754.5,0,y,yes,21,4,1,,1,12,2,3,11,,5,7,2982.50,1993,35790.00,research scientist  -  research & development,,yes
143,54,no,travel_rarely,1834.34,,3,3,life sciences,1,144,4,male,,3,4,research director,4,married,14815.83,38521.17,3,y,no,14,3,1,full time,0,36,2,3,10,,0,9,14815.83,1969,177790.00,,,yes
144,31,no,travel_rarely,556.26,,24,3,medical,1,145,3,female,,2,2,healthcare representative,1,single,4492.84,11681.39,1,y,no,19,,2,part time,0,10,2,3,10,,1,8,4492.84,1992,53914.11,,,no
145,44,no,,1879.12,,5,3,,1,146,2,male,,3,5,manager,2,married,15177.5,39461.5,7,y,no,11,3,3,full time,1,26,5,3,22,,3,10,15177.50,1979,182130.00,,,yes
146,55,no,non-travel,1400.8,,8,1,,1,147,4,male,175.10019841269843,2,4,healthcare representative,2,divorced,,29416.83,1,y,yes,15,3,4,full time,1,,3,3,33,,15,0,,1968,135770.00,,,no
147,44,no,travel_rarely,1979.92,,4,2,life sciences,1,148,3,male,247.49007936507937,4,5,manager,1,divorced,15991.67,41578.33,1,y,no,14,3,4,full time,2,,4,2,25,,14,13,15991.67,1979,191900.00,,,no
148,34,no,travel_frequently,556.26,human resources,11,3,life sciences,1,149,3,male,,2,2,human resources,2,,4492.84,11681.39,4,y,no,11,3,4,,2,14,5,4,10,,1,8,4492.84,1989,,human resources  -  human resources,,yes
149,39,no,,1766.66,,13,4,,1,150,3,female,220.8323412698413,2,4,manager,2,divorced,,37099.83,6,y,yes,13,3,4,full time,2,,4,3,19,,15,2,,1984,171230.00,,,no
150,55,no,travel_rarely,1979.61,,2,2,medical,1,151,4,female,,1,5,manager,3,,15989.17,41571.83,4,y,,14,,4,full time,1,23,5,3,19,,9,11,15989.17,1968,191870.00,,,yes
151,51,no,,1582.77,,5,3,life sciences,1,152,3,male,197.8464183087028,3,4,manager,2,,12783.92,33238.2,1,y,,11,3,2,full time,1,,2,3,33,,0,10,12783.92,1972,153407.07,,,yes
152,58,yes,,1032.57,,14,4,medical,1,153,1,female,,2,3,manufacturing director,1,married,8340.0,21684.0,7,y,,14,3,4,,0,,0,2,10,,5,9,8340.00,1965,,,,yes
153,48,no,,1032.49,,4,3,life sciences,1,154,4,male,129.06091077207583,3,3,manufacturing director,4,single,8339.32,21682.23,1,y,no,11,3,3,part time,0,11,2,3,10,,0,8,8339.32,1975,100071.84,,,yes
154,29,no,travel_rarely,824.16,human resources,17,3,,1,155,2,male,,2,3,human resources,1,single,6656.67,17307.33,1,y,,13,3,1,part time,0,,3,2,10,,0,9,6656.67,1994,79880.00,human resources  -  human resources,,no
155,34,no,,556.26,,3,3,other,1,156,4,male,,1,2,sales executive,1,single,4492.84,11681.39,3,y,no,18,,4,part time,0,15,2,3,13,,3,12,4492.84,1989,53914.11,,,yes
156,42,no,travel_frequently,290.04,,9,2,,1,157,1,female,,3,1,laboratory technician,4,,2342.59,6090.75,1,y,,13,3,3,,0,12,3,3,12,,5,8,2342.59,1981,,,,yes
157,57,no,travel_rarely,556.26,,1,2,life sciences,1,158,2,male,,4,2,research scientist,3,married,4492.84,11681.39,0,y,no,24,4,1,part time,1,13,2,2,12,,2,8,4492.84,1966,53914.11,,,yes
158,34,yes,travel_rarely,556.26,,24,4,,1,159,1,female,,2,2,sales executive,2,single,,11681.39,0,y,yes,23,4,3,part time,0,16,2,4,15,,10,10,,1989,53914.11,,,no
159,54,no,travel_frequently,1582.77,,11,4,medical,1,160,2,female,,3,4,manager,4,,12783.92,33238.2,3,y,no,20,,1,,1,26,2,3,14,,1,12,12783.92,1969,,,,yes
160,34,no,travel_rarely,730.79,,1,3,,1,161,4,male,91.34821428571428,2,3,sales executive,3,,5902.5,15346.5,1,y,,14,3,4,part time,0,,3,3,10,,8,6,5902.50,1989,70830.00,,,no
161,29,no,,487.29,,3,1,medical,1,162,2,male,,3,1,laboratory technician,1,single,3935.83,10233.17,1,y,,18,3,4,,0,,3,,10,,1,5,3935.83,1994,,,,yes
162,35,no,travel_rarely,351.52,,28,3,life sciences,1,163,2,male,,4,2,laboratory technician,3,,2839.17,7381.83,1,y,,17,,4,part time,2,,3,2,10,,6,8,2839.17,1988,34070.00,,,yes
163,35,yes,,556.26,,12,4,other,1,164,4,male,69.53208262471655,3,2,sales executive,4,,4492.84,11681.39,3,y,,24,4,1,part time,0,13,2,4,11,,6,7,4492.84,1988,53914.11,,,yes
164,34,no,travel_rarely,302.2,,19,3,life sciences,1,165,2,female,37.77480158730159,2,1,research scientist,4,married,2440.83,6346.17,1,y,no,12,3,2,full time,0,10,3,3,10,,8,7,2440.83,1989,29290.00,,,yes
165,43,no,,556.26,,2,3,,1,166,4,male,,3,2,sales executive,4,,4492.84,11681.39,1,y,yes,17,3,1,part time,1,10,3,3,10,,8,8,4492.84,1980,53914.11,,,no
166,58,no,non-travel,1582.77,,2,3,medical,1,167,2,male,197.8464183087028,3,4,manager,2,divorced,12783.92,33238.2,4,y,no,22,4,4,full time,1,37,0,2,16,,14,14,12783.92,1965,153407.07,,,yes
167,36,no,travel_rarely,556.26,sales,14,4,,1,168,1,female,,2,2,sales executive,3,married,4492.84,11681.39,1,y,yes,13,3,1,part time,1,10,4,3,10,,1,7,4492.84,1987,53914.11,sales executive  -  sales,,no
168,43,no,travel_rarely,1032.49,,11,3,life sciences,1,169,1,male,129.06091077207583,3,3,healthcare representative,3,married,8339.32,21682.23,1,y,,17,3,2,part time,1,10,1,3,10,,0,9,8339.32,1980,100071.84,,,yes
169,55,no,,1973.98,,26,4,human resources,1,170,3,male,246.74801587301585,4,5,manager,2,married,,41453.67,4,y,yes,18,3,1,full time,1,35,0,3,10,,1,4,,1968,191324.62,,,yes
170,42,no,,556.26,research & development,23,2,,1,171,4,male,,2,2,research scientist,3,single,,11681.39,1,y,,12,3,4,,0,20,2,3,20,,3,7,,1981,53914.11,research scientist  -  research & development,,yes
171,40,no,,556.26,,11,3,technical degree,1,172,4,female,,3,2,laboratory technician,3,married,4492.84,11681.39,1,y,,11,,1,,1,10,2,4,10,,9,4,4492.84,1983,,,,yes
172,56,yes,,290.04,research & development,7,2,technical degree,1,173,4,male,,3,1,laboratory technician,3,married,,6090.75,8,y,no,11,3,4,part time,1,14,4,1,10,,9,8,,1967,28111.13,laboratory technician  -  research & development,,yes
173,39,no,travel_rarely,1241.29,,33,1,marketing,1,174,3,female,,2,4,sales executive,4,,10025.83,26067.17,0,y,,11,3,1,full time,1,,2,2,20,,9,6,10025.83,1984,120310.00,,,yes
174,53,no,travel_rarely,1591.67,,2,4,life sciences,1,175,1,female,198.9593253968254,2,4,manager,4,married,12855.83,33425.17,2,y,no,16,3,3,full time,0,,3,3,25,,3,7,12855.83,1970,154270.00,,,yes
175,27,no,travel_frequently,1032.49,,8,3,,1,176,4,male,,3,3,sales executive,3,single,8339.32,21682.23,1,y,no,15,3,4,,0,9,0,3,9,,1,7,8339.32,1996,,,,no
176,30,no,travel_frequently,556.26,,1,2,,1,177,3,female,69.53208262471655,3,2,laboratory technician,4,,4492.84,11681.39,1,y,,23,4,4,part time,0,12,2,,12,,3,7,4492.84,1993,53914.11,,,yes
177,35,no,,1032.49,,18,5,life sciences,1,178,2,male,,3,3,sales executive,1,married,8339.32,21682.23,1,y,,22,4,4,,1,9,3,2,9,,1,8,8339.32,1988,,,,yes
178,32,no,travel_rarely,635.76,research & development,1,3,medical,1,179,1,male,,3,2,manufacturing director,4,married,5135.0,13351.0,1,y,yes,22,4,2,,1,9,3,3,9,,7,8,5135.00,1991,61620.00,manufacturing director  -  research & development,,yes
179,30,no,travel_rarely,528.87,,1,1,life sciences,1,180,4,male,,2,2,laboratory technician,4,married,4271.67,11106.33,1,y,,12,3,3,part time,2,,1,,10,,3,0,4271.67,1993,51260.00,,,no
180,46,yes,,992.44,sales,9,2,medical,1,181,3,male,124.0545634920635,2,3,sales executive,4,,8015.83,20841.17,1,y,no,16,3,4,part time,0,9,3,3,9,,4,7,8015.83,1977,96190.00,sales executive  -  sales,,no
181,30,no,travel_rarely,556.26,,4,2,,1,182,3,female,,2,2,sales executive,2,,4492.84,11681.39,1,y,yes,12,3,2,part time,3,11,4,2,11,,2,7,4492.84,1993,53914.11,,,no
182,32,no,,516.9,,6,4,,1,183,2,male,,3,2,sales executive,3,single,4175.0,10855.0,1,y,no,16,3,1,,0,12,0,3,11,,5,7,4175.00,1991,,,,yes
183,35,no,travel_rarely,1032.49,,37,5,marketing,1,184,3,male,,3,3,sales executive,2,married,8339.32,21682.23,1,y,,13,3,1,part time,2,,3,3,10,,0,6,8339.32,1988,100071.84,,,no
184,32,no,,1032.49,,8,3,marketing,1,185,2,female,,3,3,sales executive,4,single,8339.32,21682.23,1,y,,14,3,4,part time,0,9,2,3,9,,3,7,8339.32,1991,100071.84,,,yes
185,41,no,travel_rarely,290.04,research & development,34,3,life sciences,1,186,1,male,,3,1,research scientist,3,divorced,,6090.75,4,y,no,12,3,1,part time,1,,2,3,9,,1,8,,1982,28111.13,research scientist  -  research & development,,yes
186,40,no,travel_rarely,1963.72,,4,1,medical,1,187,4,female,,3,5,manager,3,,15860.83,41238.17,1,y,no,14,3,2,full time,1,21,2,3,20,,9,9,15860.83,1983,190330.00,,,no
187,45,no,,1582.77,,2,2,,1,188,1,male,,2,4,manager,4,married,12783.92,33238.2,9,y,no,23,4,4,,1,22,1,3,20,,11,8,12783.92,1978,,,,yes
188,32,yes,travel_rarely,1073.02,,4,4,,1,189,4,male,,1,3,sales executive,4,married,8666.67,22533.33,1,y,no,11,3,3,full time,0,14,2,2,14,,9,8,8666.67,1991,104000.00,,,no
189,30,no,non-travel,1032.49,research & development,1,1,life sciences,1,190,3,male,129.06091077207583,2,3,manufacturing director,3,,8339.32,21682.23,1,y,no,22,4,3,part time,0,,2,3,11,,5,8,8339.32,1993,100071.84,manufacturing director  -  research & development,,yes
190,37,no,,1032.49,,11,3,,1,191,2,male,,3,3,research director,4,,,21682.23,1,y,,14,3,3,part time,3,,1,3,10,,0,7,,1986,100071.84,,,yes
191,37,no,,288.17,,4,4,,1,192,1,male,,3,1,sales representative,4,divorced,2327.5,6051.5,4,y,no,17,3,3,,1,13,2,3,9,,5,8,2327.50,1986,,,,no
192,40,no,,556.26,,24,2,technical degree,1,193,1,male,,3,2,research scientist,4,,4492.84,11681.39,1,y,no,17,3,1,,2,,3,3,9,,4,7,4492.84,1983,,,,no
193,36,no,non-travel,585.41,,24,4,,1,194,2,female,,3,2,laboratory technician,2,married,4728.33,12293.67,7,y,,15,3,3,full time,1,11,3,3,9,,0,8,4728.33,1987,56740.00,,,yes
194,32,no,travel_rarely,556.26,,7,3,life sciences,1,195,4,male,,2,2,sales executive,3,married,4492.84,11681.39,1,y,,14,3,3,part time,1,13,3,2,13,,4,8,4492.84,1991,53914.11,,,yes
195,38,no,,1032.49,,25,2,life sciences,1,196,1,female,,2,3,research director,2,,,21682.23,3,y,,17,3,3,part time,1,,2,3,10,,0,1,,1985,100071.84,,,yes
196,30,no,travel_rarely,556.26,,28,2,,1,197,4,female,,3,2,research scientist,4,married,4492.84,11681.39,1,y,no,13,3,4,part time,2,11,2,3,10,,1,9,4492.84,1993,53914.11,,,yes
197,39,no,,1980.64,,1,1,,1,198,2,male,247.5803571428572,3,5,manager,3,,,41593.5,1,y,,14,3,3,full time,1,21,3,3,21,,1,6,,1984,191970.00,,,yes
198,60,no,,1973.98,,7,3,life sciences,1,199,1,female,,3,5,manager,1,,15943.72,41453.67,5,y,no,11,3,4,full time,0,33,5,1,29,,11,10,15943.72,1963,191324.62,,,yes
199,30,no,,867.9,,22,4,other,1,200,3,female,108.48809523809524,3,3,sales executive,1,,7010.0,18226.0,0,y,,11,3,3,part time,0,10,3,3,9,,7,8,7010.00,1993,84120.00,,,yes
200,31,no,travel_rarely,1032.49,research & development,9,1,,1,201,3,male,,3,3,manufacturing director,2,divorced,8339.32,21682.23,1,y,no,25,4,4,part time,1,,6,4,13,,0,8,8339.32,1992,100071.84,manufacturing director  -  research & development,,yes
201,33,yes,,345.43,,3,3,life sciences,1,202,1,male,43.17857142857143,3,1,research scientist,1,single,2790.0,7254.0,1,y,yes,11,3,1,full time,0,,3,3,10,,9,7,2790.00,1990,33480.00,,,no
202,50,no,,290.04,,28,1,medical,1,203,4,male,,4,1,laboratory technician,3,married,2342.59,6090.75,1,y,yes,11,,3,,3,20,3,3,20,,3,8,2342.59,1973,,,,yes
203,32,no,,547.75,research & development,24,4,life sciences,1,204,1,male,68.46924603174602,3,2,laboratory technician,4,,4424.17,11502.83,1,y,no,15,,4,part time,2,10,2,3,10,,4,7,4424.17,1991,53090.00,laboratory technician  -  research & development,,yes
204,42,no,,556.26,,29,3,,1,205,2,male,,3,2,manufacturing director,2,,4492.84,11681.39,1,y,,13,3,4,,1,10,3,2,9,,7,8,4492.84,1981,,,,yes
205,49,yes,,789.7,sales,11,3,marketing,1,206,3,female,,3,3,sales executive,4,married,6378.33,16583.67,1,y,no,18,3,1,part time,2,,3,4,9,,7,7,6378.33,1974,76540.00,sales executive  -  sales,,no
206,27,no,,1321.46,,5,1,,1,207,3,male,,2,3,research director,4,divorced,10673.33,27750.67,1,y,,16,3,2,full time,1,,3,3,9,,0,8,10673.33,1996,128080.00,,,yes
207,33,no,travel_rarely,556.26,,1,3,medical,1,208,1,male,69.53208262471655,4,2,sales executive,1,divorced,4492.84,11681.39,1,y,,22,,1,part time,1,9,5,3,9,,0,8,4492.84,1990,53914.11,,,yes
208,52,no,,1582.77,research & development,26,4,,1,209,3,female,,2,4,manufacturing director,4,married,12783.92,33238.2,3,y,no,22,4,3,full time,0,31,3,3,9,,0,0,12783.92,1971,153407.07,manufacturing director  -  research & development,,no
209,32,no,,556.26,,5,2,life sciences,1,210,2,male,69.53208262471655,3,2,sales executive,2,,4492.84,11681.39,1,y,no,14,3,4,part time,1,10,3,3,10,,5,3,4492.84,1991,53914.11,,,yes
210,36,no,,679.51,,14,1,life sciences,1,211,3,male,,3,2,healthcare representative,4,,5488.33,14269.67,0,y,,17,3,1,full time,1,,2,2,16,,4,11,5488.33,1987,65860.00,,,no
211,31,no,non-travel,556.26,sales,20,2,,1,212,4,female,,3,2,sales executive,3,,4492.84,11681.39,1,y,,13,3,4,,1,,2,2,9,,0,0,4492.84,1992,53914.11,sales executive  -  sales,,no
212,36,no,travel_rarely,259.9,,2,4,medical,1,213,3,male,32.48710317460318,3,1,laboratory technician,3,single,2099.17,5457.83,4,y,no,21,4,3,part time,0,,6,3,11,,3,9,2099.17,1987,25190.00,,,yes
213,52,no,,1764.18,,1,2,life sciences,1,214,4,male,,3,4,manager,4,married,,37047.83,2,y,,15,3,2,full time,1,26,2,,9,,7,8,,1971,170990.00,,,yes
214,33,no,non-travel,1582.77,,17,3,,1,215,4,male,,3,4,manager,3,single,12783.92,33238.2,1,y,,11,3,4,full time,0,10,2,3,10,,6,0,12783.92,1990,153407.07,,,no
215,45,no,non-travel,556.26,,23,2,life sciences,1,216,4,male,,3,2,laboratory technician,1,,4492.84,11681.39,1,y,yes,15,3,3,part time,1,9,2,3,9,,0,8,4492.84,1978,53914.11,,,yes
216,36,no,travel_rarely,1032.49,research & development,12,5,,1,217,4,female,129.06091077207583,2,3,manufacturing director,4,,8339.32,21682.23,0,y,,11,3,2,part time,0,15,2,2,14,,7,8,8339.32,1987,100071.84,manufacturing director  -  research & development,,yes
217,49,no,,1353.65,,8,4,,1,218,4,male,,2,4,sales executive,2,,10933.33,28426.67,6,y,,17,3,2,full time,1,22,3,3,9,,2,3,10933.33,1974,131200.00,,,no
218,29,yes,,1032.49,,23,1,,1,219,4,female,,2,3,sales executive,1,,8339.32,21682.23,1,y,,13,,1,part time,1,11,3,1,11,,3,10,8339.32,1994,100071.84,,,yes
219,29,no,,323.04,,6,1,,1,220,2,female,,3,1,laboratory technician,4,married,2609.17,6783.83,1,y,,13,3,1,,1,,5,3,10,,0,8,2609.17,1994,,,,no
220,37,no,,556.26,research & development,1,3,life sciences,1,221,4,female,,2,2,manufacturing director,4,married,4492.84,11681.39,1,y,,13,3,2,part time,1,14,2,2,14,,3,11,4492.84,1986,53914.11,manufacturing director  -  research & development,,yes
221,33,no,travel_rarely,1032.49,,10,5,,1,222,4,male,129.06091077207583,4,3,sales executive,3,,,21682.23,0,y,,14,3,4,part time,2,,3,3,9,,0,8,,1990,100071.84,,,yes
222,34,no,travel_frequently,458.51,,19,3,medical,1,223,3,female,,3,2,laboratory technician,2,divorced,,9628.67,4,y,no,13,3,3,part time,2,15,2,4,11,,5,10,,1989,44440.00,,,yes
223,28,no,non-travel,688.59,,1,3,,1,224,3,female,,1,2,laboratory technician,4,married,5561.67,14460.33,0,y,no,11,3,1,,3,10,6,3,9,,7,5,5561.67,1995,,,,yes
224,31,no,non-travel,1016.48,,2,4,,1,225,4,female,,3,3,sales executive,3,,,21346.0,1,y,yes,19,3,1,part time,1,10,5,2,10,,9,6,,1992,98520.00,,,yes
225,42,no,non-travel,1842.8,,2,1,life sciences,1,226,3,male,,3,4,manager,3,,14884.17,38698.83,0,y,yes,13,,4,full time,0,21,3,2,20,,2,10,14884.17,1981,178610.00,,,no
226,40,no,travel_rarely,556.26,,2,3,life sciences,1,227,3,male,,3,2,research scientist,4,single,,11681.39,1,y,,13,3,3,part time,0,9,4,3,9,,8,8,,1983,53914.11,,,yes
227,34,no,,556.26,,15,2,medical,1,228,3,female,,3,2,sales executive,1,single,4492.84,11681.39,1,y,,12,3,4,,0,,6,4,10,,9,6,4492.84,1989,,,,yes
228,58,no,travel_rarely,1973.98,,1,3,,1,229,4,female,,3,5,research director,1,,,41453.67,3,y,,21,4,3,full time,1,,3,3,9,,1,5,,1965,191324.62,,,no
229,31,yes,travel_frequently,768.24,,1,5,,1,230,3,female,,4,3,manufacturing director,2,,6205.0,16133.0,1,y,,11,3,1,,0,,2,3,10,,4,7,6205.00,1992,,,,yes
230,40,no,non-travel,1419.37,,8,1,,1,231,4,male,,2,3,research director,2,,11464.17,29806.83,2,y,no,11,3,3,full time,1,16,5,3,9,,4,8,11464.17,1983,137570.00,,,yes
231,53,no,,1712.49,,2,3,medical,1,232,4,male,,4,4,research director,2,single,13831.67,35962.33,4,y,no,12,3,2,full time,0,35,2,2,9,,8,8,13831.67,1970,165980.00,,,yes
232,34,no,,1582.77,research & development,15,3,,1,233,2,male,197.8464183087028,3,4,research director,1,,12783.92,33238.2,7,y,,14,3,4,full time,2,16,3,2,14,,6,9,12783.92,1989,153407.07,research director  -  research & development,,yes
233,35,no,travel_rarely,1032.49,,16,3,life sciences,1,234,4,female,,2,3,healthcare representative,2,single,8339.32,21682.23,1,y,no,19,3,4,,0,,3,1,11,,3,3,8339.32,1988,,,,yes
234,37,no,,442.1,,13,3,,1,235,1,male,55.26289682539682,3,2,research scientist,4,married,,9284.17,1,y,,17,3,1,part time,0,,2,3,10,,3,7,,1986,42850.00,,,yes
235,42,no,travel_frequently,1044.54,,2,3,,1,236,4,male,,3,3,healthcare representative,4,,,21935.33,2,y,yes,14,3,3,full time,1,24,3,1,20,,13,9,,1981,101240.00,,,yes
236,45,no,,1032.49,,1,4,,1,237,1,male,,3,3,healthcare representative,2,divorced,8339.32,21682.23,1,y,,12,3,1,part time,3,,4,3,10,,7,7,8339.32,1978,100071.84,,,yes
237,30,yes,travel_rarely,1002.24,,1,3,,1,238,2,male,,2,2,sales executive,1,married,,21047.0,1,y,no,11,3,4,full time,1,,4,3,10,,6,7,,1993,97140.00,,,yes
238,38,no,travel_rarely,1023.9,,14,3,life sciences,1,239,3,male,,3,2,sales executive,2,married,,21502.0,0,y,,11,3,4,full time,1,10,3,3,9,,7,7,,1985,99240.00,,,yes
239,50,no,,1160.2,,20,5,medical,1,240,2,male,,3,4,healthcare representative,3,,,24364.17,2,y,,15,3,3,full time,1,32,3,3,30,,12,13,,1973,112450.00,,,no
240,39,no,travel_rarely,316.64,,3,2,,1,241,3,male,,2,2,laboratory technician,3,,2557.5,6649.5,0,y,,15,3,4,,1,,3,,10,,0,7,2557.50,1984,,,,yes
241,34,no,travel_rarely,556.26,,3,3,,1,242,4,female,,3,2,research scientist,2,,4492.84,11681.39,1,y,no,12,3,3,part time,1,11,2,3,11,,7,9,4492.84,1989,53914.11,,,yes
242,54,no,travel_rarely,1582.77,research & development,22,5,,1,243,2,female,,3,4,manager,3,,,33238.2,3,y,,25,4,3,full time,1,36,6,3,10,,4,7,,1969,153407.07,manager  -  research & development,,yes
243,41,no,travel_rarely,953.44,,6,3,marketing,1,244,4,male,,3,3,sales executive,3,,7700.83,20022.17,1,y,no,12,3,2,part time,0,,3,3,10,,8,7,7700.83,1982,92410.00,,,no
244,39,no,,667.75,,1,3,life sciences,1,245,4,male,83.46825396825396,3,2,laboratory technician,4,married,5393.33,14022.67,1,y,,15,3,4,full time,1,,2,3,9,,5,8,5393.33,1984,64720.00,,,yes
245,40,no,travel_rarely,1973.98,,7,4,,1,246,2,male,,3,5,manager,2,,15943.72,41453.67,1,y,no,14,3,2,full time,0,,3,2,21,,12,8,15943.72,1983,191324.62,,,no
246,33,no,,315.2,,4,3,technical degree,1,247,4,male,,3,2,research scientist,2,,,6619.17,5,y,no,15,,4,part time,2,11,2,2,9,,1,7,,1990,30550.00,,,yes
247,36,no,,858.52,,10,3,life sciences,1,248,4,male,,3,3,healthcare representative,1,,6934.17,18028.83,7,y,,13,3,4,part time,1,15,1,3,12,,5,7,6934.17,1987,83210.00,,,no
248,33,no,,324.28,,8,4,life sciences,1,249,4,male,,4,1,research scientist,1,married,,6809.83,6,y,no,19,3,2,full time,1,14,1,3,10,,7,6,,1990,31430.00,,,yes
249,34,no,travel_rarely,556.26,,8,2,,1,250,2,male,,4,2,sales executive,3,,4492.84,11681.39,1,y,no,21,4,3,,2,10,5,3,10,,4,8,4492.84,1989,,,,no
250,29,no,travel_frequently,290.04,research & development,46,1,medical,1,251,4,male,,3,1,laboratory technician,4,married,2342.59,6090.75,1,y,no,13,,2,part time,0,,3,4,11,,3,10,2342.59,1994,28111.13,laboratory technician  -  research & development,,no
251,46,no,travel_rarely,885.03,,2,2,life sciences,1,252,4,male,,3,3,manufacturing director,4,divorced,7148.33,18585.67,3,y,,14,3,3,part time,1,12,4,2,9,,4,7,7148.33,1977,85780.00,,,yes
252,27,no,travel_rarely,556.26,,23,1,medical,1,253,2,female,,2,2,sales representative,3,married,4492.84,11681.39,1,y,no,21,4,4,part time,1,,5,3,9,,5,8,4492.84,1996,53914.11,,,no
253,31,no,,433.02,,36,3,life sciences,1,254,2,male,,3,2,laboratory technician,3,divorced,3497.5,9093.5,1,y,no,11,3,1,,1,10,2,3,10,,0,2,3497.50,1992,,,,no
254,45,no,travel_rarely,556.26,research & development,25,2,life sciences,1,255,2,female,,2,2,manufacturing director,4,,4492.84,11681.39,0,y,no,13,,4,,2,10,2,2,9,,3,8,4492.84,1978,,manufacturing director  -  research & development,,yes
255,34,no,travel_rarely,1020.19,,1,3,marketing,1,256,1,male,,3,3,sales executive,4,,8240.0,21424.0,1,y,no,21,4,1,part time,0,14,3,2,14,,2,1,8240.00,1989,98880.00,,,no
256,31,no,,556.26,research & development,1,3,life sciences,1,257,4,male,69.53208262471655,1,2,research scientist,1,married,4492.84,11681.39,1,y,,21,,2,part time,0,10,6,3,10,,8,7,4492.84,1992,53914.11,research scientist  -  research & development,,yes
