age,attrition,businesstravel,dailyrate,department,education,educationfield,employeecount,employeenumber,distancefromhome(miles),environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
39,no,,1988.38,research & development,2,,1,121,7,3,male,248.55,2,5,manager,4,married,16060.0,41756.0,1,y,no,15,3.0,1,fulltime,1,11.359610274579271,2,3.0,21,,13,3,16060.0,1984,192720.0,manager  -  research & development,,yes
45,no,travel_rarely,556.26,,4,,1,122,8,4,male,69.53,3,2,research scientist,4,,4492.84,11681.39,9,y,no,14,3.0,1,parttime,2,12.0,3,3.0,10,,9,8,4492.84,1978,53914.11,,,yes
30,no,travel_rarely,556.26,sales,3,marketing,1,123,5,4,female,69.53,2,2,sales executive,3,,4492.84,11681.39,1,y,no,13,3.0,3,parttime,3,10.0,2,3.0,10,,1,2,4492.84,1993,,sales executive  -  sales,,yes
31,no,,1032.49,,4,medical,1,124,7,3,female,129.06,3,3,manufacturing director,4,,8339.32,21682.23,1,y,no,14,3.0,3,parttime,0,11.0,2,2.0,11,,4,10,8339.32,1992,100071.84,,,no
36,no,,1032.49,,4,medical,1,125,3,1,male,129.06,2,3,sales executive,4,married,8339.32,21682.23,4,y,no,11,3.0,1,parttime,1,16.0,2,3.0,13,,1,12,8339.32,1987,100071.84,,,yes
36,no,travel_rarely,1032.49,,2,,1,126,2,2,male,129.06,2,3,sales executive,3,married,8339.32,21682.23,1,y,no,13,3.0,2,parttime,2,10.0,2,3.0,10,,9,0,,1987,100071.84,,,yes
55,no,travel_rarely,1582.77,,5,,1,127,18,1,female,197.85,3,4,manager,2,single,12783.92,33238.2,3,y,no,23,4.0,4,fulltime,0,37.0,2,3.0,10,,7,7,12783.92,1968,153407.07,,,yes
35,no,,556.26,,3,,1,128,1,2,male,69.53,3,2,sales executive,3,,4492.84,11681.39,9,y,no,11,3.0,3,parttime,0,15.0,2,3.0,11,,6,9,4492.84,1988,53914.11,,,yes
42,no,travel_rarely,1032.49,,3,medical,1,129,24,4,male,129.06,3,3,manufacturing director,1,married,8339.32,21682.23,1,y,no,21,4.0,4,parttime,1,10.0,5,2.0,10,,5,8,8339.32,1981,100071.84,,,no
52,no,travel_rarely,575.4,,2,,1,130,6,4,male,71.93,3,2,research scientist,1,divorced,4647.5,12083.5,3,y,yes,12,,2,fulltime,2,18.0,3,3.0,10,,6,9,4647.5,1971,55770.0,,,yes
49,no,,1973.98,,4,life sciences,1,131,18,4,male,246.75,2,5,research director,3,,15943.72,41453.67,1,y,yes,17,3.0,3,fulltime,1,11.359610274579271,5,3.0,31,,0,9,,1974,191324.62,,,yes
34,no,travel_rarely,277.64,research & development,5,,1,132,1,2,male,34.71,3,1,research scientist,4,married,2242.5,5830.5,1,y,no,12,3.0,4,parttime,1,11.359610274579271,4,2.0,10,,8,8,2242.5,1989,26910.0,research scientist  -  research & development,,yes
33,yes,travel_rarely,290.04,,4,other,1,133,1,4,male,36.25,3,1,research scientist,4,single,2342.59,6090.75,1,y,no,13,3.0,3,parttime,0,10.0,2,2.0,10,,7,8,2342.59,1990,28111.13,,,no
33,no,,1032.49,research & development,3,medical,1,134,7,3,male,129.06,3,3,research director,3,married,8339.32,21682.23,0,y,no,11,3.0,4,parttime,0,11.359610274579271,3,4.0,13,,3,7,8339.32,1990,,research director  -  research & development,,yes
53,no,travel_rarely,1582.77,,4,,1,135,23,4,female,197.85,3,4,research director,4,,12783.92,33238.2,6,y,no,18,3.0,3,fulltime,0,33.0,0,3.0,12,,3,8,12783.92,1970,153407.07,,,yes
49,no,travel_rarely,763.8,,2,other,1,136,8,1,female,95.48,3,3,laboratory technician,2,married,6169.17,16039.83,4,y,no,11,3.0,3,parttime,1,29.0,3,2.0,26,,1,7,6169.17,1974,74030.0,,,no
35,no,,1032.49,,4,,1,137,21,2,male,129.06,3,3,sales executive,4,,8339.32,21682.23,6,y,no,13,3.0,2,parttime,1,11.359610274579271,2,3.0,10,,0,8,,1988,100071.84,,,no
38,no,travel_rarely,910.31,,1,life sciences,1,138,17,3,female,113.79,2,3,healthcare representative,3,married,7352.5,19116.5,0,y,no,18,3.0,1,parttime,1,20.0,4,2.0,19,,1,9,7352.5,1985,88230.0,,,no
46,no,,1582.77,sales,1,marketing,1,139,3,1,male,197.85,3,4,manager,3,married,12783.92,33238.2,3,y,no,12,3.0,4,fulltime,1,11.359610274579271,3,3.0,12,,4,9,12783.92,1977,153407.07,manager  -  sales,,no
36,no,non-travel,556.26,,4,,1,140,18,1,male,69.53,3,2,manufacturing director,4,single,4492.84,11681.39,2,y,no,20,4.0,1,parttime,0,18.0,0,3.0,11,,0,9,4492.84,1987,53914.11,,,no
42,yes,travel_frequently,1582.77,,3,life sciences,1,141,15,1,male,197.85,3,4,sales executive,1,single,12783.92,33238.2,0,y,no,12,,2,fulltime,0,11.359610274579271,2,2.0,21,,13,14,,1981,153407.07,,,yes
34,no,travel_frequently,556.26,,3,,1,142,1,4,male,69.53,2,2,healthcare representative,1,single,4492.84,11681.39,0,y,no,20,4.0,3,parttime,0,14.0,3,3.0,13,,4,9,4492.84,1989,,,,yes
30,no,travel_rarely,369.26,research & development,3,medical,1,143,1,4,male,46.16,3,1,research scientist,2,,2982.5,7754.5,0,y,yes,21,4.0,1,parttime,1,12.0,2,3.0,11,,5,7,2982.5,1993,35790.0,research scientist  -  research & development,,yes
54,no,travel_rarely,1834.34,,3,life sciences,1,144,3,4,male,229.29,3,4,research director,4,married,14815.83,38521.17,3,y,no,14,3.0,1,fulltime,0,36.0,2,3.0,10,,0,9,14815.83,1969,177790.0,,,yes
31,no,travel_rarely,556.26,,3,medical,1,145,24,3,female,69.53,2,2,healthcare representative,1,single,4492.84,11681.39,1,y,no,19,,2,parttime,0,10.0,2,3.0,10,,1,8,4492.84,1992,53914.11,,,no
44,no,,1879.12,,3,,1,146,5,2,male,234.89,3,5,manager,2,married,15177.5,39461.5,7,y,no,11,3.0,3,fulltime,1,26.0,5,3.0,22,,3,10,15177.5,1979,182130.0,,,yes
55,no,non-travel,1400.8,,1,,1,147,8,4,male,175.1,2,4,healthcare representative,2,divorced,11314.17,29416.83,1,y,yes,15,3.0,4,fulltime,1,11.359610274579271,3,3.0,33,,15,0,,1968,135770.0,,,no
44,no,travel_rarely,1979.92,,2,life sciences,1,148,4,3,male,247.49,4,5,manager,1,divorced,15991.67,41578.33,1,y,no,14,3.0,4,fulltime,2,11.359610274579271,4,2.0,25,,14,13,15991.67,1979,191900.0,,,no
34,no,travel_frequently,556.26,human resources,3,life sciences,1,149,11,3,male,69.53,2,2,human resources,2,,4492.84,11681.39,4,y,no,11,3.0,4,parttime,2,14.0,5,4.0,10,,1,8,4492.84,1989,,human resources  -  human resources,,yes
39,no,,1766.66,,4,,1,150,13,3,female,220.83,2,4,manager,2,divorced,14269.17,37099.83,6,y,yes,13,3.0,4,fulltime,2,11.359610274579271,4,3.0,19,,15,2,,1984,171230.0,,,no
55,no,travel_rarely,1979.61,,2,medical,1,151,2,4,female,247.45,1,5,manager,3,,15989.17,41571.83,4,y,no,14,,4,fulltime,1,23.0,5,3.0,19,,9,11,15989.17,1968,191870.0,,,yes
51,no,,1582.77,,3,life sciences,1,152,5,3,male,197.85,3,4,manager,2,,12783.92,33238.2,1,y,no,11,3.0,2,fulltime,1,11.359610274579271,2,3.0,33,,0,10,12783.92,1972,153407.07,,,yes
58,yes,,1032.57,,4,medical,1,153,14,1,female,129.07,2,3,manufacturing director,1,married,8340.0,21684.0,7,y,no,14,3.0,4,parttime,0,11.359610274579271,0,2.0,10,,5,9,8340.0,1965,,,,yes
48,no,,1032.49,,3,life sciences,1,154,4,4,male,129.06,3,3,manufacturing director,4,single,8339.32,21682.23,1,y,no,11,3.0,3,parttime,0,11.0,2,3.0,10,,0,8,8339.32,1975,100071.84,,,yes
29,no,travel_rarely,824.16,human resources,3,,1,155,17,2,male,103.02,2,3,human resources,1,single,6656.67,17307.33,1,y,no,13,3.0,1,parttime,0,11.359610274579271,3,2.0,10,,0,9,6656.67,1994,79880.0,human resources  -  human resources,,no
34,no,,556.26,,3,other,1,156,3,4,male,69.53,1,2,sales executive,1,single,4492.84,11681.39,3,y,no,18,,4,parttime,0,15.0,2,3.0,13,,3,12,4492.84,1989,53914.11,,,yes
42,no,travel_frequently,290.04,,2,,1,157,9,1,female,36.25,3,1,laboratory technician,4,,2342.59,6090.75,1,y,no,13,3.0,3,parttime,0,12.0,3,3.0,12,,5,8,2342.59,1981,,,,yes
57,no,travel_rarely,556.26,,2,life sciences,1,158,1,2,male,69.53,4,2,research scientist,3,married,4492.84,11681.39,0,y,no,24,4.0,1,parttime,1,13.0,2,2.0,12,,2,8,4492.84,1966,53914.11,,,yes
34,yes,travel_rarely,556.26,,4,,1,159,24,1,female,69.53,2,2,sales executive,2,single,4492.84,11681.39,0,y,yes,23,4.0,3,parttime,0,16.0,2,4.0,15,,10,10,,1989,53914.11,,,no
54,no,travel_frequently,1582.77,,4,medical,1,160,11,2,female,197.85,3,4,manager,4,,12783.92,33238.2,3,y,no,20,,1,parttime,1,26.0,2,3.0,14,,1,12,12783.92,1969,,,,yes
34,no,travel_rarely,730.79,,3,,1,161,1,4,male,91.35,2,3,sales executive,3,,5902.5,15346.5,1,y,no,14,3.0,4,parttime,0,11.359610274579271,3,3.0,10,,8,6,5902.5,1989,70830.0,,,no
29,no,,487.29,,1,medical,1,162,3,2,male,60.91,3,1,laboratory technician,1,single,3935.83,10233.17,1,y,no,18,3.0,4,parttime,0,11.359610274579271,3,3.0,10,,1,5,3935.83,1994,,,,yes
35,no,travel_rarely,351.52,,3,life sciences,1,163,28,2,male,43.94,4,2,laboratory technician,3,,2839.17,7381.83,1,y,no,17,,4,parttime,2,11.359610274579271,3,2.0,10,,6,8,2839.17,1988,34070.0,,,yes
35,yes,,556.26,,4,other,1,164,12,4,male,69.53,3,2,sales executive,4,,4492.84,11681.39,3,y,no,24,4.0,1,parttime,0,13.0,2,4.0,11,,6,7,4492.84,1988,53914.11,,,yes
34,no,travel_rarely,302.2,,3,life sciences,1,165,19,2,female,37.77,2,1,research scientist,4,married,2440.83,6346.17,1,y,no,12,3.0,2,fulltime,0,10.0,3,3.0,10,,8,7,2440.83,1989,29290.0,,,yes
43,no,,556.26,,3,,1,166,2,4,male,69.53,3,2,sales executive,4,,4492.84,11681.39,1,y,yes,17,3.0,1,parttime,1,10.0,3,3.0,10,,8,8,4492.84,1980,53914.11,,,no
58,no,non-travel,1582.77,,3,medical,1,167,2,2,male,197.85,3,4,manager,2,divorced,12783.92,33238.2,4,y,no,22,4.0,4,fulltime,1,37.0,0,2.0,16,,14,14,12783.92,1965,153407.07,,,yes
36,no,travel_rarely,556.26,sales,4,,1,168,14,1,female,69.53,2,2,sales executive,3,married,4492.84,11681.39,1,y,yes,13,3.0,1,parttime,1,10.0,4,3.0,10,,1,7,4492.84,1987,53914.11,sales executive  -  sales,,no
43,no,travel_rarely,1032.49,,3,life sciences,1,169,11,1,male,129.06,3,3,healthcare representative,3,married,8339.32,21682.23,1,y,no,17,3.0,2,parttime,1,10.0,1,3.0,10,,0,9,8339.32,1980,100071.84,,,yes
55,no,,1973.98,,4,human resources,1,170,26,3,male,246.75,4,5,manager,2,married,15943.72,41453.67,4,y,yes,18,3.0,1,fulltime,1,35.0,0,3.0,10,,1,4,,1968,191324.62,,,yes
42,no,,556.26,research & development,2,,1,171,23,4,male,69.53,2,2,research scientist,3,single,4492.84,11681.39,1,y,no,12,3.0,4,parttime,0,20.0,2,3.0,20,,3,7,,1981,53914.11,research scientist  -  research & development,,yes
40,no,,556.26,,3,technical degree,1,172,11,4,female,69.53,3,2,laboratory technician,3,married,4492.84,11681.39,1,y,no,11,,1,parttime,1,10.0,2,4.0,10,,9,4,4492.84,1983,,,,yes
56,yes,,290.04,research & development,2,technical degree,1,173,7,4,male,36.25,3,1,laboratory technician,3,married,2342.59,6090.75,8,y,no,11,3.0,4,parttime,1,14.0,4,1.0,10,,9,8,,1967,28111.13,laboratory technician  -  research & development,,yes
39,no,travel_rarely,1241.29,,1,marketing,1,174,33,3,female,155.16,2,4,sales executive,4,,10025.83,26067.17,0,y,no,11,3.0,1,fulltime,1,11.359610274579271,2,2.0,20,,9,6,10025.83,1984,120310.0,,,yes
53,no,travel_rarely,1591.67,,4,life sciences,1,175,2,1,female,198.96,2,4,manager,4,married,12855.83,33425.17,2,y,no,16,3.0,3,fulltime,0,11.359610274579271,3,3.0,25,,3,7,12855.83,1970,154270.0,,,yes
27,no,travel_frequently,1032.49,,3,,1,176,8,4,male,129.06,3,3,sales executive,3,single,8339.32,21682.23,1,y,no,15,3.0,4,parttime,0,9.0,0,3.0,9,,1,7,8339.32,1996,,,,no
30,no,travel_frequently,556.26,,2,,1,177,1,3,female,69.53,3,2,laboratory technician,4,,4492.84,11681.39,1,y,no,23,4.0,4,parttime,0,12.0,2,3.0,12,,3,7,4492.84,1993,53914.11,,,yes
35,no,,1032.49,,5,life sciences,1,178,18,2,male,129.06,3,3,sales executive,1,married,8339.32,21682.23,1,y,no,22,4.0,4,parttime,1,9.0,3,2.0,9,,1,8,8339.32,1988,,,,yes
32,no,travel_rarely,635.76,research & development,3,medical,1,179,1,1,male,79.47,3,2,manufacturing director,4,married,5135.0,13351.0,1,y,yes,22,4.0,2,parttime,1,9.0,3,3.0,9,,7,8,5135.0,1991,61620.0,manufacturing director  -  research & development,,yes
30,no,travel_rarely,528.87,,1,life sciences,1,180,1,4,male,66.11,2,2,laboratory technician,4,married,4271.67,11106.33,1,y,no,12,3.0,3,parttime,2,11.359610274579271,1,3.0,10,,3,0,4271.67,1993,51260.0,,,no
46,yes,,992.44,sales,2,medical,1,181,9,3,male,124.05,2,3,sales executive,4,,8015.83,20841.17,1,y,no,16,3.0,4,parttime,0,9.0,3,3.0,9,,4,7,8015.83,1977,96190.0,sales executive  -  sales,,no
30,no,travel_rarely,556.26,,2,,1,182,4,3,female,69.53,2,2,sales executive,2,,4492.84,11681.39,1,y,yes,12,3.0,2,parttime,3,11.0,4,2.0,11,,2,7,4492.84,1993,53914.11,,,no
32,no,,516.9,,4,,1,183,6,2,male,64.61,3,2,sales executive,3,single,4175.0,10855.0,1,y,no,16,3.0,1,parttime,0,12.0,0,3.0,11,,5,7,4175.0,1991,,,,yes
35,no,travel_rarely,1032.49,,5,marketing,1,184,37,3,male,129.06,3,3,sales executive,2,married,8339.32,21682.23,1,y,no,13,3.0,1,parttime,2,11.359610274579271,3,3.0,10,,0,6,8339.32,1988,100071.84,,,no
32,no,,1032.49,,3,marketing,1,185,8,2,female,129.06,3,3,sales executive,4,single,8339.32,21682.23,1,y,no,14,3.0,4,parttime,0,9.0,2,3.0,9,,3,7,8339.32,1991,100071.84,,,yes
41,no,travel_rarely,290.04,research & development,3,life sciences,1,186,34,1,male,36.25,3,1,research scientist,3,divorced,2342.59,6090.75,4,y,no,12,3.0,1,parttime,1,11.359610274579271,2,3.0,9,,1,8,,1982,28111.13,research scientist  -  research & development,,yes
40,no,travel_rarely,1963.72,,1,medical,1,187,4,4,female,245.47,3,5,manager,3,,15860.83,41238.17,1,y,no,14,3.0,2,fulltime,1,21.0,2,3.0,20,,9,9,15860.83,1983,190330.0,,,no
45,no,,1582.77,,2,,1,188,2,1,male,197.85,2,4,manager,4,married,12783.92,33238.2,9,y,no,23,4.0,4,parttime,1,22.0,1,3.0,20,,11,8,12783.92,1978,,,,yes
32,yes,travel_rarely,1073.02,,4,,1,189,4,4,male,134.13,1,3,sales executive,4,married,8666.67,22533.33,1,y,no,11,3.0,3,fulltime,0,14.0,2,2.0,14,,9,8,8666.67,1991,104000.0,,,no
30,no,non-travel,1032.49,research & development,1,life sciences,1,190,1,3,male,129.06,2,3,manufacturing director,3,,8339.32,21682.23,1,y,no,22,4.0,3,parttime,0,11.359610274579271,2,3.0,11,,5,8,8339.32,1993,100071.84,manufacturing director  -  research & development,,yes
37,no,,1032.49,,3,,1,191,11,2,male,129.06,3,3,research director,4,,8339.32,21682.23,1,y,no,14,3.0,3,parttime,3,11.359610274579271,1,3.0,10,,0,7,,1986,100071.84,,,yes
37,no,,288.17,,4,,1,192,4,1,male,36.02,3,1,sales representative,4,divorced,2327.5,6051.5,4,y,no,17,3.0,3,parttime,1,13.0,2,3.0,9,,5,8,2327.5,1986,,,,no
40,no,,556.26,,2,technical degree,1,193,24,1,male,69.53,3,2,research scientist,4,,4492.84,11681.39,1,y,no,17,3.0,1,parttime,2,11.359610274579271,3,3.0,9,,4,7,4492.84,1983,,,,no
36,no,non-travel,585.41,,4,,1,194,24,2,female,73.18,3,2,laboratory technician,2,married,4728.33,12293.67,7,y,no,15,3.0,3,fulltime,1,11.0,3,3.0,9,,0,8,4728.33,1987,56740.0,,,yes
32,no,travel_rarely,556.26,,3,life sciences,1,195,7,4,male,69.53,2,2,sales executive,3,married,4492.84,11681.39,1,y,no,14,3.0,3,parttime,1,13.0,3,2.0,13,,4,8,4492.84,1991,53914.11,,,yes
38,no,,1032.49,,2,life sciences,1,196,25,1,female,129.06,2,3,research director,2,,8339.32,21682.23,3,y,no,17,3.0,3,parttime,1,11.359610274579271,2,3.0,10,,0,1,,1985,100071.84,,,yes
30,no,travel_rarely,556.26,,2,,1,197,28,4,female,69.53,3,2,research scientist,4,married,4492.84,11681.39,1,y,no,13,3.0,4,parttime,2,11.0,2,3.0,10,,1,9,4492.84,1993,53914.11,,,yes
39,no,,1980.64,,1,,1,198,1,2,male,247.58,3,5,manager,3,,15997.5,41593.5,1,y,no,14,3.0,3,fulltime,1,21.0,3,3.0,21,,1,6,,1984,191970.0,,,yes
60,no,,1973.98,,3,life sciences,1,199,7,1,female,246.75,3,5,manager,1,,15943.72,41453.67,5,y,no,11,3.0,4,fulltime,0,33.0,5,1.0,29,,11,10,15943.72,1963,191324.62,,,yes
30,no,,867.9,,4,other,1,200,22,3,female,108.49,3,3,sales executive,1,,7010.0,18226.0,0,y,no,11,3.0,3,parttime,0,10.0,3,3.0,9,,7,8,7010.0,1993,84120.0,,,yes
31,no,travel_rarely,1032.49,research & development,1,,1,201,9,3,male,129.06,3,3,manufacturing director,2,divorced,8339.32,21682.23,1,y,no,25,4.0,4,parttime,1,11.359610274579271,6,4.0,13,,0,8,8339.32,1992,100071.84,manufacturing director  -  research & development,,yes
33,yes,,345.43,,3,life sciences,1,202,3,1,male,43.18,3,1,research scientist,1,single,2790.0,7254.0,1,y,yes,11,3.0,1,fulltime,0,11.359610274579271,3,3.0,10,,9,7,2790.0,1990,33480.0,,,no
50,no,,290.04,,1,medical,1,203,28,4,male,36.25,4,1,laboratory technician,3,married,2342.59,6090.75,1,y,yes,11,,3,parttime,3,20.0,3,3.0,20,,3,8,2342.59,1973,,,,yes
32,no,,547.75,research & development,4,life sciences,1,204,24,1,male,68.47,3,2,laboratory technician,4,,4424.17,11502.83,1,y,no,15,,4,parttime,2,10.0,2,3.0,10,,4,7,4424.17,1991,53090.0,laboratory technician  -  research & development,,yes
42,no,,556.26,,3,,1,205,29,2,male,69.53,3,2,manufacturing director,2,,4492.84,11681.39,1,y,no,13,3.0,4,parttime,1,10.0,3,2.0,9,,7,8,4492.84,1981,,,,yes
49,yes,,789.7,sales,3,marketing,1,206,11,3,female,98.71,3,3,sales executive,4,married,6378.33,16583.67,1,y,no,18,3.0,1,parttime,2,11.359610274579271,3,4.0,9,,7,7,6378.33,1974,76540.0,sales executive  -  sales,,no
27,no,,1321.46,,1,,1,207,5,3,male,165.18,2,3,research director,4,divorced,10673.33,27750.67,1,y,no,16,3.0,2,fulltime,1,11.359610274579271,3,3.0,9,,0,8,10673.33,1996,128080.0,,,yes
33,no,travel_rarely,556.26,,3,medical,1,208,1,1,male,69.53,4,2,sales executive,1,divorced,4492.84,11681.39,1,y,no,22,,1,parttime,1,9.0,5,3.0,9,,0,8,4492.84,1990,53914.11,,,yes
52,no,,1582.77,research & development,4,,1,209,26,3,female,197.85,2,4,manufacturing director,4,married,12783.92,33238.2,3,y,no,22,4.0,3,fulltime,0,31.0,3,3.0,9,,0,0,12783.92,1971,153407.07,manufacturing director  -  research & development,,no
32,no,,556.26,,2,life sciences,1,210,5,2,male,69.53,3,2,sales executive,2,,4492.84,11681.39,1,y,no,14,3.0,4,parttime,1,10.0,3,3.0,10,,5,3,4492.84,1991,53914.11,,,yes
36,no,,679.51,,1,life sciences,1,211,14,3,male,84.94,3,2,healthcare representative,4,,5488.33,14269.67,0,y,no,17,3.0,1,fulltime,1,11.359610274579271,2,2.0,16,,4,11,5488.33,1987,65860.0,,,no
31,no,non-travel,556.26,sales,2,,1,212,20,4,female,69.53,3,2,sales executive,3,,4492.84,11681.39,1,y,no,13,3.0,4,parttime,1,11.359610274579271,2,2.0,9,,0,0,4492.84,1992,53914.11,sales executive  -  sales,,no
36,no,travel_rarely,259.9,,4,medical,1,213,2,3,male,32.49,3,1,laboratory technician,3,single,2099.17,5457.83,4,y,no,21,4.0,3,parttime,0,11.359610274579271,6,3.0,11,,3,9,2099.17,1987,25190.0,,,yes
52,no,,1764.18,,2,life sciences,1,214,1,4,male,220.52,3,4,manager,4,married,14249.17,37047.83,2,y,no,15,3.0,2,fulltime,1,26.0,2,3.0,9,,7,8,,1971,170990.0,,,yes
33,no,non-travel,1582.77,,3,,1,215,17,4,male,197.85,3,4,manager,3,single,12783.92,33238.2,1,y,no,11,3.0,4,fulltime,0,10.0,2,3.0,10,,6,0,12783.92,1990,153407.07,,,no
45,no,non-travel,556.26,,2,life sciences,1,216,23,4,male,69.53,3,2,laboratory technician,1,,4492.84,11681.39,1,y,yes,15,3.0,3,parttime,1,9.0,2,3.0,9,,0,8,4492.84,1978,53914.11,,,yes
36,no,travel_rarely,1032.49,research & development,5,,1,217,12,4,female,129.06,2,3,manufacturing director,4,,8339.32,21682.23,0,y,no,11,3.0,2,parttime,0,15.0,2,2.0,14,,7,8,8339.32,1987,100071.84,manufacturing director  -  research & development,,yes
49,no,,1353.65,,4,,1,218,8,4,male,169.21,2,4,sales executive,2,,10933.33,28426.67,6,y,no,17,3.0,2,fulltime,1,22.0,3,3.0,9,,2,3,10933.33,1974,131200.0,,,no
29,yes,,1032.49,,1,,1,219,23,4,female,129.06,2,3,sales executive,1,,8339.32,21682.23,1,y,no,13,,1,parttime,1,11.0,3,1.0,11,,3,10,8339.32,1994,100071.84,,,yes
29,no,,323.04,,1,,1,220,6,2,female,40.38,3,1,laboratory technician,4,married,2609.17,6783.83,1,y,no,13,3.0,1,parttime,1,11.359610274579271,5,3.0,10,,0,8,2609.17,1994,,,,no
37,no,,556.26,research & development,3,life sciences,1,221,1,4,female,69.53,2,2,manufacturing director,4,married,4492.84,11681.39,1,y,no,13,3.0,2,parttime,1,14.0,2,2.0,14,,3,11,4492.84,1986,53914.11,manufacturing director  -  research & development,,yes
33,no,travel_rarely,1032.49,,5,,1,222,10,4,male,129.06,4,3,sales executive,3,,8339.32,21682.23,0,y,no,14,3.0,4,parttime,2,11.359610274579271,3,3.0,9,,0,8,,1990,100071.84,,,yes
34,no,travel_frequently,458.51,,3,medical,1,223,19,3,female,57.31,3,2,laboratory technician,2,divorced,3703.33,9628.67,4,y,no,13,3.0,3,parttime,2,15.0,2,4.0,11,,5,10,,1989,44440.0,,,yes
28,no,non-travel,688.59,,3,,1,224,1,3,female,86.07,1,2,laboratory technician,4,married,5561.67,14460.33,0,y,no,11,3.0,1,parttime,3,10.0,6,3.0,9,,7,5,5561.67,1995,,,,yes
31,no,non-travel,1016.48,,4,,1,225,2,4,female,127.06,3,3,sales executive,3,,8210.0,21346.0,1,y,yes,19,3.0,1,parttime,1,10.0,5,2.0,10,,9,6,,1992,98520.0,,,yes
42,no,non-travel,1842.8,,1,life sciences,1,226,2,3,male,230.35,3,4,manager,3,,14884.17,38698.83,0,y,yes,13,,4,fulltime,0,21.0,3,2.0,20,,2,10,14884.17,1981,178610.0,,,no
40,no,travel_rarely,556.26,,3,life sciences,1,227,2,3,male,69.53,3,2,research scientist,4,single,4492.84,11681.39,1,y,no,13,3.0,3,parttime,0,9.0,4,3.0,9,,8,8,,1983,53914.11,,,yes
34,no,,556.26,,2,medical,1,228,15,3,female,69.53,3,2,sales executive,1,single,4492.84,11681.39,1,y,no,12,3.0,4,parttime,0,11.359610274579271,6,4.0,10,,9,6,4492.84,1989,,,,yes
58,no,travel_rarely,1973.98,,3,,1,229,1,4,female,246.75,3,5,research director,1,,15943.72,41453.67,3,y,no,21,4.0,3,fulltime,1,11.359610274579271,3,3.0,9,,1,5,,1965,191324.62,,,no
31,yes,travel_frequently,768.24,,5,,1,230,1,3,female,96.03,4,3,manufacturing director,2,,6205.0,16133.0,1,y,no,11,3.0,1,parttime,0,11.359610274579271,2,3.0,10,,4,7,6205.0,1992,,,,yes
40,no,non-travel,1419.37,,1,,1,231,8,4,male,177.42,2,3,research director,2,,11464.17,29806.83,2,y,no,11,3.0,3,fulltime,1,16.0,5,3.0,9,,4,8,11464.17,1983,137570.0,,,yes
53,no,,1712.49,,3,medical,1,232,2,4,male,214.06,4,4,research director,2,single,13831.67,35962.33,4,y,no,12,3.0,2,fulltime,0,35.0,2,2.0,9,,8,8,13831.67,1970,165980.0,,,yes
34,no,,1582.77,research & development,3,,1,233,15,2,male,197.85,3,4,research director,1,,12783.92,33238.2,7,y,no,14,3.0,4,fulltime,2,16.0,3,2.0,14,,6,9,12783.92,1989,153407.07,research director  -  research & development,,yes
35,no,travel_rarely,1032.49,,3,life sciences,1,234,16,4,female,129.06,2,3,healthcare representative,2,single,8339.32,21682.23,1,y,no,19,3.0,4,parttime,0,11.359610274579271,3,1.0,11,,3,3,8339.32,1988,,,,yes
37,no,,442.1,,3,,1,235,13,1,male,55.26,3,2,research scientist,4,married,3570.83,9284.17,1,y,no,17,3.0,1,parttime,0,11.359610274579271,2,3.0,10,,3,7,,1986,42850.0,,,yes
42,no,travel_frequently,1044.54,,3,,1,236,2,4,male,130.57,3,3,healthcare representative,4,,8436.67,21935.33,2,y,yes,14,3.0,3,fulltime,1,24.0,3,1.0,20,,13,9,,1981,101240.0,,,yes
45,no,,1032.49,,4,,1,237,1,1,male,129.06,3,3,healthcare representative,2,divorced,8339.32,21682.23,1,y,no,12,3.0,1,parttime,3,11.359610274579271,4,3.0,10,,7,7,8339.32,1978,100071.84,,,yes
30,yes,travel_rarely,1002.24,,3,,1,238,1,2,male,125.28,2,2,sales executive,1,married,8095.0,21047.0,1,y,no,11,3.0,4,fulltime,1,11.359610274579271,4,3.0,10,,6,7,,1993,97140.0,,,yes
38,no,travel_rarely,1023.9,,3,life sciences,1,239,14,3,male,127.99,3,2,sales executive,2,married,8270.0,21502.0,0,y,no,11,3.0,4,fulltime,1,10.0,3,3.0,9,,7,7,,1985,99240.0,,,yes
50,no,,1160.2,,5,medical,1,240,20,2,male,145.02,3,4,healthcare representative,3,,9370.83,24364.17,2,y,no,15,3.0,3,fulltime,1,32.0,3,3.0,30,,12,13,,1973,112450.0,,,no
39,no,travel_rarely,316.64,,2,,1,241,3,3,male,39.58,2,2,laboratory technician,3,,2557.5,6649.5,0,y,no,15,3.0,4,parttime,1,11.359610274579271,3,3.0,10,,0,7,2557.5,1984,,,,yes
